k,a,ref,res,ratio
3,0.3,2500,26712467.74,0.9468398261672502
3,0.3,5000,27231518.57,1.0194310325445057
3,0.3,7500,27453689.91,1.008158610010268
3,0.3,10000,27597326.01,1.0052319415157263
