k,a,ref,res,ratio
5,0.3,2500,25577111.6,0.9805968217004744
5,0.3,5000,25804203.29,1.0088787073986885
5,0.3,7500,25923151.5,1.0046096447413317
5,0.3,10000,26004213.78,1.003127022576711
