k,a,ref,res,ratio
2,0.01,2500,27561270.29,1.2183501784511204
2,0.01,5000,27400313.35,0.9941600318742059
2,0.01,7500,27265262.01,0.9950711753447885
2,0.01,10000,27465792.99,1.0073548158065178
