k,a,ref,res,ratio
1,0.01,2500,23964828.72,1.0711474763900648
1,0.01,5000,24274980.43,1.0129419539619393
1,0.01,7500,24434432.01,1.0065685564797797
1,0.01,10000,24178232.09,0.9895147994479614
