k,a,ref,res,ratio
3,0.01,2500,30042506.88,1.4277105318944787
3,0.01,5000,30646643.95,1.020109409391604
3,0.01,7500,30696793.53,1.0016363808083464
3,0.01,10000,30873771.23,1.0057653480917164
