k,a,ref,res,ratio
4,0,2500,22916243.04,0.8389177059397253
4,0,5000,22785029.81,0.9942742259378656
4,0,7500,22663095.0,0.9946484682698776
4,0,10000,22582897.96,0.9964613376946089
