k,a,ref,res,ratio
5,0.5,2500,25592260.84,0.9841582236061743
5,0.5,5000,25819044.87,1.0088614300791099
5,0.5,7500,25934323.25,1.004464858424486
5,0.5,10000,26013560.34,1.0030552981558907
