k,a,ref,res,ratio
5,0,2500,24516804.26,0.9059639299374901
5,0,5000,24361496.34,0.9936652461571677
5,0,7500,24298475.54,0.9974130981479769
5,0,10000,24233365.96,0.997320425312575
