k,a,ref,res,ratio
3,1,2500,26577755.54,0.9687511032069945
3,1,5000,26986134.07,1.0153654257743994
3,1,7500,27209046.07,1.0082602420717908
3,1,10000,27316437.45,1.0039468998554273
