k,a,ref,res,ratio
2,1,2500,25176429.62,0.9771007018927904
2,1,5000,25224842.97,1.0019229632926798
2,1,7500,25391414.28,1.0066034627132507
2,1,10000,25604158.86,1.008378603005488
