k,a,ref,res,ratio
2,0,2500,20607587.52,0.8786981049264653
2,0,5000,20977488.12,1.0179497284503103
2,0,7500,21050989.89,1.0035038403825824
2,0,10000,21078995.4,1.0013303654671983
