k,a,ref,res,ratio
4,0.5,2500,25898914.14,0.9670619071255893
4,0.5,5000,26172592.29,1.010567166967719
4,0.5,7500,26468137.82,1.0112921764388207
4,0.5,10000,26733082.77,1.0100099580787205
