k,a,ref,res,ratio
1,0,2500,22224072.67,0.8630841743452169
1,0,5000,22191100.22,0.998516363292651
1,0,7500,22274883.57,1.0037755383540872
1,0,10000,22464620.37,1.0085179704488125
