k,a,ref,res,ratio
3,0,2500,21989854.45,0.8588391663337773
3,0,5000,22097888.24,1.0049128924543653
3,0,7500,22072968.88,0.9988723193940816
3,0,10000,22168019.73,1.004306210483816
