k,a,ref,res,ratio
3,1,2500,27158416.98,0.977124783540573
3,1,5000,27328445.98,1.0062606373606096
3,1,7500,27415039.94,1.0031686382776164
3,1,10000,27568413.27,1.0055944959531582
