k,a,ref,res,ratio
1,1,2500,23939480.62,0.9744782933114482
1,1,5000,24116699.03,1.0074027675375692
1,1,7500,24735315.23,1.025650948300614
1,1,10000,24470411.43,0.9892904619352206
