k,a,ref,res,ratio
3,0.1,2500,28104514.94,0.905911467705422
3,0.1,5000,28403208.56,1.0106279585553308
3,0.1,7500,28548157.51,1.005103259714261
3,0.1,10000,28666348.07,1.0041400416106923
