k,a,ref,res,ratio
2,0.01,2500,27676508.7,1.1860659384589929
2,0.01,5000,27987875.59,1.0112502228288642
2,0.01,7500,28308776.31,1.0114657048180768
2,0.01,10000,28150789.02,0.9944191409663938
