k,a,ref,res,ratio
2,0.1,2500,26337639.8,0.9355915310682117
2,0.1,5000,26750332.33,1.0156693057211603
2,0.1,7500,27079961.77,1.012322442799349
2,0.1,10000,26980665.46,0.9963332182355589
