k,a,ref,res,ratio
5,0,2500,23929265.3,0.8845593165508493
5,0,5000,23884739.01,0.9981392537780924
5,0,7500,23885765.97,1.0000429964924284
5,0,10000,23730531.32,0.9935009557493375
