k,a,ref,res,ratio
2,1,2500,25733480.11,0.9738566879208919
2,1,5000,25957018.09,1.008686659520767
2,1,7500,26274642.3,1.0122365446176718
2,1,10000,26208829.75,0.9974952066236121
