k,a,ref,res,ratio
4,0.1,2500,26885696.96,0.8965591940883892
4,0.1,5000,27321913.21,1.0162248444088688
4,0.1,7500,27440184.13,1.0043287934886167
4,0.1,10000,27693708.7,1.0092391716031828
