k,a,ref,res,ratio
4,0.01,2500,28897000.76,1.3035657195870178
4,0.01,5000,29496985.96,1.0207628883351283
4,0.01,7500,29652096.47,1.0052585206573423
4,0.01,10000,29987642.91,1.0113161118418552
