k,a,ref,res,ratio
5,0.5,2500,25759119.77,0.9903524004015192
5,0.5,5000,25891718.02,1.0051476234896206
5,0.5,7500,25931365.23,1.0015312699593506
5,0.5,10000,26008289.24,1.0029664465915202
