ref,a,k,res,ratio
7500,0.3,1,24741745.17,0.9568849910373468
7500,0.3,2,26158650.38,1.0572677957946972
7500,0.3,3,27490955.86,1.0509317361808022
7500,0.3,4,26636793.29,0.9689293244531076
7500,0.3,5,25804401.63,0.9687503052286517
