ref,a,k,res,ratio
2500,1,1,24602855.51,0.9525597305752048
2500,1,2,26012554.18,1.0572981729469173
2500,1,3,27291560.9,1.0491688248354856
2500,1,4,26680086.55,0.9775947461473339
2500,1,5,25891723.77,0.9704512660210991
