ref,a,k,res,ratio
7500,0.1,1,24883152.35,0.9337352790871994
7500,0.1,2,26505370.15,1.065193419916508
7500,0.1,3,28004461.67,1.056558029996046
7500,0.1,4,26896932.34,0.9604516829121392
7500,0.1,5,25856550.58,0.9613196870613833
