k,a,ref,res,ratio
3,0.01,2500,31733409.39,1.421653443527841
3,0.01,5000,32199777.93,1.0146964523814124
3,0.01,7500,32159506.2,0.9987493165298361
3,0.01,10000,32545067.55,1.011989032033085
