k,a,ref,res,ratio
2,0.1,2500,27974589.45,0.9448077228945944
2,0.1,5000,28140452.42,1.0059290582368137
2,0.1,7500,27934137.01,0.9926683691178552
2,0.1,10000,28076800.95,1.0051071540154946
