k,a,ref,res,ratio
4,0,2500,23696716.07,0.8337249438187044
4,0,5000,23517782.16,0.9924489997064813
4,0,7500,23081294.17,0.9814400870358262
4,0,10000,23040649.64,0.9982390705780775
