k,a,ref,res,ratio
4,1,2500,26106032.89,0.9697434680057126
4,1,5000,26567176.53,1.0176642556892144
4,1,7500,26788421.87,1.0083277701621836
4,1,10000,26962020.74,1.0064803694238669
