k,a,ref,res,ratio
1,0.01,2500,26153061.79,1.1262560329933593
1,0.01,5000,26246431.76,1.0035701353344297
1,0.01,7500,26191910.77,0.9979227275349828
1,0.01,10000,26036066.48,0.9940499075699929
