k,a,ref,res,ratio
2,0.3,2500,27346886.26,0.9740029253582041
2,0.3,5000,27644604.57,1.0108867352271644
2,0.3,7500,27498782.94,0.9947251323624197
2,0.3,10000,27654276.6,1.005654565161639
