k,a,ref,res,ratio
5,0.01,2500,25763712.59,1.0497292766113808
5,0.01,5000,25974873.68,1.0081960660468616
5,0.01,7500,26220583.27,1.0094595104879833
5,0.01,10000,26317982.29,1.00371460157835
