k,a,ref,res,ratio
3,0,2500,21674799.65,0.7904180758007833
3,0,5000,22051975.31,1.0174015753820358
3,0,7500,22217213.52,1.007493125113607
3,0,10000,22321480.34,1.0046930646773566
