ref,a,k,res,ratio
5000,0.01,1,23137838.2,0.9967941032753523
5000,0.01,2,25242214.06,1.0909495451480855
5000,0.01,3,29449031.11,1.166658005514117
5000,0.01,4,29011270.65,0.9851349791996603
5000,0.01,5,27196841.55,0.9374577859105252
