ref,a,k,res,ratio
2500,0,1,21066852.83,1.4379599768637197
2500,0,2,21238315.07,1.0081389584568528
2500,0,3,21096849.62,0.9933391396853404
2500,0,4,21368700.75,1.0128858637614917
2500,0,5,23212254.29,1.0862735437951228
