ref,k,a,res,ratio
2500,5,0,24543197.15,0.9102877483358838
2500,5,0.01,26317982.29,1.0723127117120517
2500,5,0.1,25768591.75,0.9791248989399636
2500,5,0.3,25721070.54,0.998155847612433
2500,5,0.5,25726538.0,1.000212567357626
2500,5,1,25749600.48,1.0008964470851072
