ref,k,a,res,ratio
10000,3,0,22321480.34,0.8140006747129408
10000,3,0.01,32545067.55,1.4580156447634602
10000,3,0.1,29412277.82,0.9037399530608748
10000,3,0.3,28731170.52,0.9768427557985034
10000,3,0.5,28555897.64,0.9938995565851384
10000,3,1,28422702.53,0.9953356356827171
