ref,k,a,res,ratio
10000,4,0,23040649.64,0.8106424649690058
10000,4,0.01,28853155.26,1.252271776656381
10000,4,0.1,27152302.62,0.9410514162255958
10000,4,0.3,26933840.23,0.9919541855047282
10000,4,0.5,26920555.54,0.9995067658422803
10000,4,1,26962020.74,1.0015402802493578
