ref,k,a,res,ratio
7500,3,0,20811680.26,0.8322177507989884
7500,3,0.01,28988412.72,1.3928915088953993
7500,3,0.1,26650794.82,0.9193602656834259
7500,3,0.3,26157878.59,0.9815046330389331
7500,3,0.5,26055383.82,0.9960816864545283
7500,3,1,26016429.61,0.9985049458388673
