ref,k,a,res,ratio
10000,1,0,22069876.03,0.8536755772011111
10000,1,0.01,24102498.94,1.0920994258072414
10000,1,0.1,23666818.42,0.9819238444493009
10000,1,0.3,23471855.42,0.9917621795823961
10000,1,0.5,23387028.85,0.9963860304828003
10000,1,1,23278672.99,0.9953668394264625
