ref,k,a,res,ratio
5000,2,0,22416035.8,0.9629430255594652
5000,2,0.01,26578737.06,1.1857019366466215
5000,2,0.1,25521684.18,0.9602293789349824
5000,2,0.3,25214104.93,0.9879483168966947
5000,2,0.5,25113259.83,0.9960004489439553
5000,2,1,25007493.82,0.9957884396244867
