ref,k,a,res,ratio
2500,4,0,21536465.03,0.8278024830018174
2500,4,0.01,28739411.84,1.334453532646439
2500,4,0.1,26588366.11,0.9251534533143737
2500,4,0.3,26261068.15,0.9876901815385751
2500,4,0.5,26228483.13,0.998759189085003
2500,4,1,26271541.33,1.0016416580320937
