k,a,ref,res,ratio
3,0.01,2500,31337188.92,1.430636574083189
3,0.01,5000,31367571.95,1.0009695518662367
3,0.01,7500,31926586.12,1.0178214039292257
3,0.01,10000,32155279.59,1.007163104415249
