k,a,ref,res,ratio
3,0.1,2500,27989177.62,0.8704380113275203
3,0.1,5000,28259257.9,1.0096494539306153
3,0.1,7500,28745989.48,1.0172237919949059
3,0.1,10000,28977111.09,1.008040134091081
