k,a,ref,res,ratio
1,0,2500,23884605.27,0.9265334217459571
1,0,5000,24083850.86,1.0083420089110813
1,0,7500,23655720.59,0.9822233465699182
1,0,10000,23815469.3,1.006753068856737
