k,a,ref,res,ratio
1,0.01,2500,25447274.38,1.0685187035134343
1,0.01,5000,25565159.85,1.0046325381744088
1,0.01,7500,25187800.09,0.9852392958927655
1,0.01,10000,25399671.54,1.0084116695083711
