k,a,ref,res,ratio
3,1,2500,26810133.08,0.9613225302707388
3,1,5000,27143391.63,1.0124303206181624
3,1,7500,27545288.61,1.014806439279158
3,1,10000,27700188.36,1.0056234571433667
