k,a,ref,res,ratio
1,0.5,2500,24810058.98,0.9969917410935574
1,0.5,5000,24963352.15,1.0061786701161641
1,0.5,7500,24603021.45,0.9855656124291785
1,0.5,10000,24815867.06,1.0086511980015365
