k,a,ref,res,ratio
1,1,2500,24698919.98,0.9952874070562499
1,1,5000,24863105.38,1.0066474728503492
1,1,7500,24511729.02,0.9858675593965568
1,1,10000,24724896.23,1.0086965391068934
