ref,a,k,res,ratio
7500,1,1,23452409.2,0.9084447294859338
7500,1,2,25604158.86,1.09174962118604
7500,1,3,27605115.64,1.0781496783761169
7500,1,4,26759893.43,0.9693816819671182
7500,1,5,25852090.56,0.9660759908340187
