k,a,ref,res,ratio
4,0.01,2500,27494292.68,1.2292046289760166
4,0.01,5000,28282117.56,1.0286541243002436
4,0.01,7500,28477488.06,1.0069079162684875
4,0.01,10000,28707963.9,1.0080932643888536
