k,a,ref,res,ratio
1,0,2500,20433650.46,0.7849699567124689
1,0,5000,23881991.29,1.1687579435084454
1,0,7500,23814698.79,0.9971822910751929
1,0,10000,23857814.73,1.0018104759745317
