k,a,ref,res,ratio
1,1,2500,25786765.29,1.044801058631386
1,1,5000,24868089.65,0.9643741419418643
1,1,7500,24744105.07,0.9950143102367335
1,1,10000,24602855.51,0.9942915874467713
