k,a,ref,res,ratio
2,0.3,2500,27260738.02,1.0284986727491523
2,0.3,5000,26495429.64,0.9719263513908345
2,0.3,7500,26198429.74,0.9887905233455199
2,0.3,10000,26158650.38,0.9984816128144023
