k,a,ref,res,ratio
1,0.1,2500,27760049.52,1.1012659131440534
1,0.1,5000,25187792.9,0.9073396242270103
1,0.1,7500,25078461.69,0.9956593572754048
1,0.1,10000,24883152.35,0.9922120685704626
