k,a,ref,res,ratio
4,1,2500,25466775.17,0.9566718893904883
4,1,5000,26336097.54,1.0341355497190734
4,1,7500,26496601.58,1.006094450392896
4,1,10000,26680086.55,1.0069248491904146
