ref,k,a,res,ratio
2500,3,0,21911519.22,0.8360357722572485
2500,3,0.01,31023467.46,1.4158519611767935
2500,3,0.1,28666348.07,0.9240214075670573
2500,3,0.3,28011428.65,0.9771537198110913
2500,3,0.5,27794215.68,0.992245559028279
2500,3,1,27568413.27,0.9918759207815142
