ref,k,a,res,ratio
10000,5,0,23730531.32,0.8772129985038748
10000,5,0.01,27278316.53,1.149502982556903
10000,5,0.1,26155260.97,0.9588297335444108
10000,5,0.3,26010054.36,0.9944482828840228
10000,5,0.5,26008289.24,0.9999321370122657
10000,5,1,26053716.06,1.0017466285298817
