k,a,ref,res,ratio
5,0.01,2500,26313903.56,1.139389557453923
5,0.01,5000,26637075.9,1.0122814290651752
5,0.01,7500,27139179.96,1.0188498190223652
5,0.01,10000,27309650.3,1.006281337175672
