k,a,ref,res,ratio
4,1,2500,25132513.79,0.9619825519361608
4,1,5000,25580585.25,1.0178283582670622
4,1,7500,25984983.13,1.0158087813882208
4,1,10000,26200151.94,1.0082805060493416
