k,a,ref,res,ratio
1,1,2500,21469583.18,1.0247686748388167
1,1,5000,21722980.65,1.0118026264355262
1,1,7500,20945812.56,0.9642236899934816
1,1,10000,20889071.89,0.9972910733428239
