k,a,ref,res,ratio
3,0.5,2500,25564763.09,0.9851520366453164
3,0.5,5000,26273383.99,1.0277186570243315
3,0.5,7500,25662127.45,0.9767347616800085
3,0.5,10000,25758128.53,1.003740963417279
